index	nameMatchValidation	taxonID	datasetName	scientificName	verbatimScientificName	synonym	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	vernacularNameEN	vernacularNameNL	vernacularNameFR	verbatimInvasionStage	invasionStage	invasionStageCertainty	BFIS	ISEIA	spatialDistribution	invasiveness	verbatimIntroductionPathway	introductionPathway	introductionMode	verbatimHabitat	habitat	verbatimNativeRange	nativeRange	verbatimPresenceBE	verbatimPresenceFL	verbatimPresenceWA	verbatimPresenceBR	verbatimPresenceBECoast	verbatimPresenceBPNS	verbatimPresenceBEEZ	presenceBE	presenceFL	presenceWA	presenceBR	presenceBECoast	presenceBPNS	presenceBEEZ	firstObservationYearBE	firstObservationYearFL	latestObservationYearBE	source	sourceID	riskAnalysis	publicationStatus	notes	manual_acceptedKey	gbifapi_usageKey	gbifapi_scientificName	gbifapi_canonicalName	gbifapi_status	gbifapi_rank	gbifapi_matchType	gbifapi_acceptedKey	gbifapi_acceptedScientificName
291	ok		plants	Amaranthus x ozanonii (Thell.) C. Schuster et M. Goldschm.	Amaranthus x ozanonii (Thell.) C. Schuster et M. Goldschm. (A. hybridus x retroflexus)		Plantae				Amaranthaceae							Cas.	introduced						Hybridization	to be determined by experts	A		to be determined by experts	Hybr.	unknown		X	X					present	present	present	absent				1983		2011							8079858	Amaranthus ozanonii Thell.	Amaranthus ozanonii	ACCEPTED	SPECIES	EXACT	8079858	Amaranthus ozanonii Thell.
292	ok		plants	Amaranthus x ralletii Contré	Amaranthus x ralletii Contré (A. bouchonii x retroflexus)		Plantae				Amaranthaceae							Cas.	introduced						Hybridization	to be determined by experts	A		to be determined by experts	Hybr.	unknown				X				present	absent	absent	present				1985		1985							7975549	Amaranthus ralletii Contré	Amaranthus ralletii	ACCEPTED	SPECIES	EXACT	7975549	Amaranthus ralletii Contré
293	ok		plants	Atriplex eardleyae Aell.	Atriplex eardleyae Aell.		Plantae				Amaranthaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania			X					present	absent	present	absent				1906		1906							3083659	Atriplex eardleyae Aellen	Atriplex eardleyae	ACCEPTED	SPECIES	EXACT	3083659	Atriplex eardleyae Aellen
294	ok		plants	Atriplex halimus L.	Atriplex halimus L.		Plantae				Amaranthaceae							Cas.	introduced						Hort.	escape > horticulture	D		to be determined by experts	E AF AS-Te	to be determined by experts		X						present	present	absent	absent				1922		1929							3083718	Atriplex halimus L.	Atriplex halimus	ACCEPTED	SPECIES	EXACT	3083718	Atriplex halimus L.
295	ok		plants	Atriplex holocarpa F. Muell.	Atriplex holocarpa F. Muell.	Senniella spongiosa (F. Muell.) Aell. var. holocarpa (F. Muell.) Aell.	Plantae				Amaranthaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania			X					present	absent	present	absent				1906		1906							3083746	Atriplex holocarpa F. Muell.	Atriplex holocarpa	ACCEPTED	SPECIES	EXACT	3083746	Atriplex holocarpa F. Muell.
296	ok		plants	Atriplex hortensis L.	Atriplex hortensis L.		Plantae				Amaranthaceae							Cas.	introduced						Hort., wool, grain	escape > horticulture | contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	D		to be determined by experts	AS-Te	Asia		X	X	X				present	present	present	present				1859		Ann.							3083761	Atriplex hortensis L.	Atriplex hortensis	ACCEPTED	SPECIES	EXACT	3083761	Atriplex hortensis L.
297	ok		plants	Atriplex leptocarpa F. Muell.	Atriplex leptocarpa F. Muell.		Plantae				Amaranthaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania			X					present	absent	present	absent				1911		1951							6447496	Atriplex leptocarpa F. Muell.	Atriplex leptocarpa	ACCEPTED	SPECIES	EXACT	6447496	Atriplex leptocarpa F. Muell.
298	ok		plants	Atriplex micrantha Ledeb.	Atriplex micrantha Ledeb.		Plantae				Amaranthaceae							Nat.	established						Wool,etc	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AS-Te	Asia		X	X	X				present	present	present	present				1957		N							3083680	Atriplex micrantha Ledeb.	Atriplex micrantha	ACCEPTED	SPECIES	EXACT	3083680	Atriplex micrantha Ledeb.
299	ok		plants	Atriplex muelleri Benth.	Atriplex muelleri Benth.		Plantae				Amaranthaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania			X					present	absent	present	absent				1947		1951							3083773	Atriplex muelleri Benth.	Atriplex muelleri	ACCEPTED	SPECIES	EXACT	3083773	Atriplex muelleri Benth.
300	ok		plants	Atriplex oblongifolia Waldst. et Kit.	Atriplex oblongifolia Waldst. et Kit.		Plantae				Amaranthaceae							Cas.	introduced						?	unknown	A		to be determined by experts	E AF AS-Te	to be determined by experts			X					present	absent	present	absent				<1850		<1850							3083657	Atriplex oblongifolia Waldst. & Kit.	Atriplex oblongifolia	ACCEPTED	SPECIES	EXACT	3083657	Atriplex oblongifolia Waldst. & Kit.
301	ok		plants	Atriplex pseudocampanulata Aell.	Atriplex pseudocampanulata Aell.		Plantae				Amaranthaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania			X					present	absent	present	absent				1895		1895							6448072	Atriplex pseudocampanulata Aellen	Atriplex pseudocampanulata	ACCEPTED	SPECIES	EXACT	6448072	Atriplex pseudocampanulata Aellen
302	ok		plants	Atriplex rosea L.	Atriplex rosea L.		Plantae				Amaranthaceae							Cas.	introduced						Wool,etc	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	E AF AS-Te	to be determined by experts		X	X					present	present	present	absent				<1830		1953							3083745	Atriplex rosea L.	Atriplex rosea	ACCEPTED	SPECIES	EXACT	3083745	Atriplex rosea L.
303	ok		plants	Atriplex sagittata Borkh.	Atriplex sagittata Borkh.		Plantae				Amaranthaceae							Cas.	introduced						Wool,etc	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	E AS-Te	Europe | Asia		X	X	X				present	present	present	present				1853		1983							3760099	Atriplex sagittata Borkh.	Atriplex sagittata	ACCEPTED	SPECIES	EXACT	3760099	Atriplex sagittata Borkh.
304	ok		plants	Atriplex semibaccata R. Brown	Atriplex semibaccata R. Brown		Plantae				Amaranthaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania			X					present	absent	present	absent				1947		1947							3083667	Atriplex semibaccata R. Br.	Atriplex semibaccata	ACCEPTED	SPECIES	EXACT	3083667	Atriplex semibaccata R. Br.
305	ok		plants	Atriplex sibirica L.	Atriplex sibirica L.		Plantae				Amaranthaceae							Cas.	introduced						?	unknown	A		to be determined by experts	AS-Te	Asia				X				present	absent	absent	present				1967		1967							3083763	Atriplex sibirica L.	Atriplex sibirica	ACCEPTED	SPECIES	EXACT	3083763	Atriplex sibirica L.
306	ok		plants	Atriplex suberecta Verdoorn	Atriplex suberecta Verdoorn		Plantae				Amaranthaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania			X					present	absent	present	absent				1903		1954							3083771	Atriplex suberecta I. Verd.	Atriplex suberecta	ACCEPTED	SPECIES	EXACT	3083771	Atriplex suberecta I. Verd.
307	ok		plants	Atriplex tatarica L.	Atriplex tatarica L.		Plantae				Amaranthaceae							Cas.	introduced						Grain, wool,etc	contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	E AS-Te	Europe | Asia		X	X	X				present	present	present	present				<1835		1999							3083702	Atriplex tatarica L.	Atriplex tatarica	ACCEPTED	SPECIES	EXACT	3083702	Atriplex tatarica L.
308	ok		plants	Axyris amaranthoides L.	Axyris amaranthoides L.		Plantae				Amaranthaceae							Cas.	introduced						Grain,etc	contaminant > seed contaminant	A		to be determined by experts	AS-Te	Asia		X	X	X				present	present	present	present				1918		2005							6447806	Axyris amaranthoides L.	Axyris amaranthoides	ACCEPTED	SPECIES	EXACT	6447806	Axyris amaranthoides L.
309	ok		plants	Bassia hyssopifolia (Pallas) O. Kuntze	Bassia hyssopifolia (Pallas) O. Kuntze		Plantae				Amaranthaceae							Cas.	introduced						Wool,etc	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	E AS-Te	Europe | Asia		X	X					present	present	present	absent				<1861		1967							5383909	Bassia hyssopifolia (Pall.) Kuntze	Bassia hyssopifolia	ACCEPTED	SPECIES	EXACT	5383909	Bassia hyssopifolia (Pall.) Kuntze
310	ok		plants	Bassia laniflora (S.G. Gmel.) A.J. Scott	Bassia laniflora (S.G. Gmel.) A.J. Scott		Plantae				Amaranthaceae							Cas.	introduced						?	unknown	A		to be determined by experts	E AS-Te	Europe | Asia		X						present	present	absent	absent				<1861		<1861							5568188	Bassia laniflora (S. G. Gmel.) A. J. Scott	Bassia laniflora	ACCEPTED	SPECIES	EXACT	5568188	Bassia laniflora (S. G. Gmel.) A. J. Scott
311	ok		plants	Bassia scoparia (L.) Voss s.l.	Bassia scoparia (L.) Voss s.l.		Plantae				Amaranthaceae							Nat.	established						Grain, wool,etc	contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	E AS-Te	Europe | Asia		X	X	X				present	present	present	present				<1835		N							7852603	Bassia scoparia (L.) Voss	Bassia scoparia	ACCEPTED	SPECIES	EXACT	7852603	Bassia scoparia (L.) Voss
312	ok		plants	Beta macrocarpa Guss.	Beta macrocarpa Guss.		Plantae				Amaranthaceae							Cas.	introduced						Grain, wool	contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	E AF	Europe | Africa		X	X					present	present	present	absent				1910		2015							5567951	Beta macrocarpa Guss.	Beta macrocarpa	ACCEPTED	SPECIES	EXACT	5567951	Beta macrocarpa Guss.
313	ok		plants	Beta trigyna Waldst. et Kit.	Beta trigyna Waldst. et Kit.		Plantae				Amaranthaceae							Cas.	introduced						Grain,etc	contaminant > seed contaminant	A		to be determined by experts	E AS-Te	Europe | Asia		X	X					present	present	present	absent				1859		1913							5383926	Beta trigyna Waldst. & Kit.	Beta trigyna	ACCEPTED	SPECIES	EXACT	5383926	Beta trigyna Waldst. & Kit.
314	no match		plants	Beta vulgaris L. subsp. vulgaris	Beta vulgaris L. subsp. vulgaris		Plantae				Amaranthaceae							Cas.	introduced						Agric.	escape > agriculture (including biofuel feedstocks)	D		to be determined by experts	?	unknown		X	X	X				present	present	present	present				1891		Ann.														
315	ok		plants	Blitum capitatum L.	Blitum capitatum L.	Chenopodium capitatum (L.) Ambr.	Plantae				Amaranthaceae							Cas.	introduced						Agric.	escape > agriculture (including biofuel feedstocks)	D		to be determined by experts	?	unknown		X	X	X				present	present	present	present				<1850		1980							5383971	Blitum capitatum L.	Blitum capitatum	ACCEPTED	SPECIES	EXACT	5383971	Blitum capitatum L.
316	ok		plants	Blitum nuttallianum Schult.	Blitum nuttallianum Schult.	Monolepis nuttalliana (Schult.) E. Greene	Plantae				Amaranthaceae							Cas.	introduced						Grain,etc	contaminant > seed contaminant	A		to be determined by experts	NAM AS-Te	Asia | N. America		X						present	present	absent	absent				<1900		1994							5568899	Blitum nuttallianum Schult.	Blitum nuttallianum	ACCEPTED	SPECIES	EXACT	5568899	Blitum nuttallianum Schult.
317	ok, SYNONYM		plants	Blitum virgatum L.	Blitum virgatum L.	Chenopodium foliosum Aschers.	Plantae				Amaranthaceae							Nat.	established						Ore, wool,etc	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > transportation of habitat material (soil, vegetation,…)	A		to be determined by experts	E AF AS-Te	to be determined by experts		X	X	X				present	present	present	present				1858		N							5383969	Blitum virgatum L.	Blitum virgatum	SYNONYM	SPECIES	EXACT	3083844	Chenopodium foliosum Asch.
318	ok		plants	Chenopodiastrum simplex (Torr.) Fuentes & al.	Chenopodiastrum simplex (Torr.) Fuentes & al.	Chenopodium simplex (Torr.) Rafin.	Plantae				Amaranthaceae							Cas.	introduced						Grain?	unknown	A		to be determined by experts	NAM	N. America		X	X					present	present	present	absent				1882		1970							7407436	Chenopodiastrum simplex (Torr.) S. Fuentes, Uotila & Borsch	Chenopodiastrum simplex	ACCEPTED	SPECIES	EXACT	7407436	Chenopodiastrum simplex (Torr.) S. Fuentes, Uotila & Borsch
319	no match		plants	Chenopodium album L. x hircinum	Chenopodium album L. x hircinum		Plantae				Amaranthaceae							Cas.	introduced						Hybridization	to be determined by experts	A		to be determined by experts	Hybr.	unknown		X						present	present	absent	absent				1954		1954														
320	no match		plants	Chenopodium album L. x missouriense	Chenopodium album L. x missouriense 		Plantae				Amaranthaceae							Cas.	introduced						Hybridization	to be determined by experts	A		to be determined by experts	Hybr.	unknown		?	?	?				unknown	unknown	unknown	unknown				?		?														
321	no match		plants	Chenopodium album L. x probstii	Chenopodium album L. x probstii 		Plantae				Amaranthaceae							Cas.	introduced						Hybridization	to be determined by experts	A		to be determined by experts	Hybr.	unknown		?	?	?				unknown	unknown	unknown	unknown				?		?														
322	ok		plants	Chenopodium auricomiforme J. Murr et Thell.	Chenopodium auricomiforme J. Murr et Thell.		Plantae				Amaranthaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania			X					present	absent	present	absent				1911		1911							3757189	Chenopodium auricomiforme Murr & Thell.	Chenopodium auricomiforme	ACCEPTED	SPECIES	EXACT	3757189	Chenopodium auricomiforme Murr & Thell.
323	ok		plants	Chenopodium berlandieri Moq.	Chenopodium berlandieri Moq.		Plantae				Amaranthaceae							Nat.	established						Ore?	unknown	A		to be determined by experts	NAM	N. America		X		X				present	present	absent	present				1918		N							3083920	Chenopodium berlandieri Moq.	Chenopodium berlandieri	ACCEPTED	SPECIES	EXACT	3083920	Chenopodium berlandieri Moq.
324	ok		plants	Chenopodium borbasioides A. Ludwig	Chenopodium borbasioides A. Ludwig		Plantae				Amaranthaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	SAM	S. America			X					present	absent	present	absent				1947		1962							7339726	Chenopodium borbasioides A. Ludw. ex Asch. & Graebn.	Chenopodium borbasioides	ACCEPTED	SPECIES	EXACT	7339726	Chenopodium borbasioides A. Ludw. ex Asch. & Graebn.
325	ok, SYNONYM		plants	Chenopodium bushianum Aell.	Chenopodium bushianum Aell.		Plantae				Amaranthaceae							Cas.	introduced						Grain?	unknown	A		to be determined by experts	NAM	N. America		X						present	present	absent	absent				1952		1952							6447582	Chenopodium bushianum Aellen	Chenopodium bushianum	SYNONYM	SPECIES	EXACT	3757050	Chenopodium berlandieri var. bushianum (Aellen) Cronquist
326	ok		plants	Chenopodium giganteum D. Don	Chenopodium giganteum D. Don		Plantae				Amaranthaceae							Cas.	introduced						Grain, wool	contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AS-Tr  	Asia		X	X					present	present	present	absent				1947		2005							3756077	Chenopodium giganteum D. Don	Chenopodium giganteum	ACCEPTED	SPECIES	EXACT	3756077	Chenopodium giganteum D. Don
327	ok		plants	Chenopodium hircinum Schrad.	Chenopodium hircinum Schrad.		Plantae				Amaranthaceae							Cas.	introduced						Wool,etc	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	SAM	S. America		X	X	X				present	present	present	present				1874		1983							3083934	Chenopodium hircinum Schrad.	Chenopodium hircinum	ACCEPTED	SPECIES	EXACT	3083934	Chenopodium hircinum Schrad.
328	ok		plants	Chenopodium missouriense Aell.	Chenopodium missouriense Aell.		Plantae				Amaranthaceae							Cas.	introduced						Grain	contaminant > seed contaminant	A		to be determined by experts	NAM	N. America		X						present	present	absent	absent				2003		2003							6035721	Chenopodium missouriense Aellen	Chenopodium missouriense	ACCEPTED	SPECIES	EXACT	6035721	Chenopodium missouriense Aellen
329	ok		plants	Chenopodium opulifolium Schrad. ex Koch et Ziz	Chenopodium opulifolium Schrad. ex Koch et Ziz		Plantae				Amaranthaceae							Cas.	introduced						Wool, grain,etc	contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	E AF AS-Te	to be determined by experts		X	X	X				present	present	present	present				1857		2015							3083903	Chenopodium opulifolium Schrad. ex W. D. J. Koch & Ziz	Chenopodium opulifolium	ACCEPTED	SPECIES	EXACT	3083903	Chenopodium opulifolium Schrad. ex W. D. J. Koch & Ziz
330	ok		plants	Chenopodium pratericola Rydberg s.l.	Chenopodium pratericola Rydberg s.l.		Plantae				Amaranthaceae							Cas.	introduced						Grain,etc	contaminant > seed contaminant	A		to be determined by experts	NAM	N. America		X	X	X				present	present	present	present				1893		1953							3083921	Chenopodium pratericola Rydb.	Chenopodium pratericola	ACCEPTED	SPECIES	EXACT	3083921	Chenopodium pratericola Rydb.
331	ok		plants	Chenopodium probstii Aell.	Chenopodium probstii Aell.		Plantae				Amaranthaceae							Cas.	introduced						Grain, wool,etc	contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	NAM	N. America		X	X	X				present	present	present	present				1954		2015							6035638	Chenopodium probstii Aellen	Chenopodium probstii	ACCEPTED	SPECIES	EXACT	6035638	Chenopodium probstii Aellen
332	ok		plants	Chenopodium quinoa Willd.	Chenopodium quinoa Willd.		Plantae				Amaranthaceae							Cas.	introduced						Agric.	escape > agriculture (including biofuel feedstocks)	D		to be determined by experts	SAM	S. America		X	X					present	present	present	absent				1991		1994							3083935	Chenopodium quinoa Willd.	Chenopodium quinoa	ACCEPTED	SPECIES	EXACT	3083935	Chenopodium quinoa Willd.
333	ok		plants	Chenopodium striatiforme J. Murr	Chenopodium striatiforme J. Murr		Plantae				Amaranthaceae							Cas.	introduced						?	unknown	A		to be determined by experts	E	Europe		X	X					present	present	present	absent				1862		1967							6035549	Chenopodium striatiforme Murr	Chenopodium striatiforme	ACCEPTED	SPECIES	EXACT	6035549	Chenopodium striatiforme Murr
334	ok		plants	Chenopodium suecicum J. Murr	Chenopodium suecicum J. Murr		Plantae				Amaranthaceae							Cas.	introduced						?	unknown	A		to be determined by experts	E AS-Te	Europe | Asia			X					present	absent	present	absent				1971		1971							3083905	Chenopodium suecicum Murr	Chenopodium suecicum	ACCEPTED	SPECIES	EXACT	3083905	Chenopodium suecicum Murr
335	ok		plants	Chenopodium x pelgrimsianum Aell.	Chenopodium x pelgrimsianum Aell. (C. album L. x bushianum)		Plantae				Amaranthaceae							Cas.	introduced						Hybridization	to be determined by experts	H		to be determined by experts	Hybr.	unknown		X						present	present	absent	absent				1952		1952							3757660	Chenopodium pelgrimsianum Aellen	Chenopodium pelgrimsianum	ACCEPTED	SPECIES	EXACT	3757660	Chenopodium pelgrimsianum Aellen
336	ok		plants	Chenopodium x preissmannii J. Murr	Chenopodium x preissmannii J. Murr (C. album L. x opulifolium)		Plantae				Amaranthaceae							Cas.	introduced						Hybridization	to be determined by experts	H		to be determined by experts	Hybr.	unknown		?	?	?				unknown	unknown	unknown	unknown				?		?							8157769	Chenopodium preissmannii Murr	Chenopodium preissmannii	ACCEPTED	SPECIES	EXACT	8157769	Chenopodium preissmannii Murr
337	ok		plants	Chenopodium x reynieri Ludwig et Aellen	Chenopodium x reynieri Ludwig et Aellen (C. album L. x giganteum)		Plantae				Amaranthaceae							Cas.	introduced						Hybridization	to be determined by experts	H		to be determined by experts	Hybr.	unknown		X						present	present	absent	absent				2015		2015							3756650	Chenopodium reynieri Ludw. & Aellen	Chenopodium reynieri	ACCEPTED	SPECIES	EXACT	3756650	Chenopodium reynieri Ludw. & Aellen
338	ok, SYNONYM		plants	Corispermum gmelinii Bunge	Corispermum gmelinii Bunge		Plantae				Amaranthaceae							Cas.	introduced						Grain	contaminant > seed contaminant	A		to be determined by experts	AS-Te	Asia		X						present	present	absent	absent				2009		2009							7648345	Corispermum gmelinii Bunge	Corispermum gmelinii	SYNONYM	SPECIES	EXACT	3759032	Corispermum tylocarpum Hance
339	ok		plants	Corispermum pallasii Steven	Corispermum pallasii Steven		Plantae				Amaranthaceae							Nat.	established						Ore	contaminant > transportation of habitat material (soil, vegetation,…)	A		to be determined by experts	AS-Te	Asia		X	X	X				present	present	present	present				1917		N							3083975	Corispermum pallasii Steven	Corispermum pallasii	ACCEPTED	SPECIES	EXACT	3083975	Corispermum pallasii Steven
340	ok		plants	Dysphania ambrosioides (L.) Mosyakin et Clemants	Dysphania ambrosioides (L.) Mosyakin et Clemants	Chenopodium ambrosioides L. s.l.	Plantae				Amaranthaceae							Nat.	established						Wool, grain,etc	contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	SAM	S. America		X	X	X				present	present	present	present				<1850		N							5568446	Dysphania ambrosioides (L.) Mosyakin & Clemants	Dysphania ambrosioides	ACCEPTED	SPECIES	EXACT	5568446	Dysphania ambrosioides (L.) Mosyakin & Clemants
341	ok		plants	Dysphania botrys (L.) Mosyakin et Clemants	Dysphania botrys (L.) Mosyakin et Clemants	Chenopodium botrys L.	Plantae				Amaranthaceae							Cas.	introduced						Ore, wool,etc	contaminant > contaminant on animals (except parasites, species transported by host/vector) | contaminant > transportation of habitat material (soil, vegetation,…)	A		to be determined by experts	E AF AS-Te	to be determined by experts		X	X					present	present	present	absent				1829		2015							5568428	Dysphania botrys (L.) Mosyakin & Clemants	Dysphania botrys	ACCEPTED	SPECIES	EXACT	5568428	Dysphania botrys (L.) Mosyakin & Clemants
342	ok		plants	Dysphania carinata (R. Brown) Mosyakin et Clemants	Dysphania carinata (R. Brown) Mosyakin et Clemants	Chenopodium carinatum R. Brown	Plantae				Amaranthaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania		X	X					present	present	present	absent				1940		1995							5568424	Dysphania carinata (R. Br.) Mosyakin & Clemants	Dysphania carinata	ACCEPTED	SPECIES	EXACT	5568424	Dysphania carinata (R. Br.) Mosyakin & Clemants
343	ok		plants	Dysphania cristata (F. Muell.) Mosyakin et Clemants	Dysphania cristata (F. Muell.) Mosyakin et Clemants	Chenopodium cristatum (F. Muell.) F. Muell.	Plantae				Amaranthaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania			X					present	absent	present	absent				1899		1972							5568415	Dysphania cristata (F. Muell.) Mosyakin & Clemants	Dysphania cristata	ACCEPTED	SPECIES	EXACT	5568415	Dysphania cristata (F. Muell.) Mosyakin & Clemants
344	ok		plants	Dysphania glomulifera (Nees) P.G. Wilson	Dysphania glomulifera (Nees) P.G. Wilson		Plantae				Amaranthaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania			X					present	absent	present	absent				1904		1924							7707087	Dysphania glomulifera (Nees) Paul G. Wilson	Dysphania glomulifera	ACCEPTED	SPECIES	EXACT	7707087	Dysphania glomulifera (Nees) Paul G. Wilson
345	ok		plants	Dysphania multifida (L.) Mosyakin et Clemants	Dysphania multifida (L.) Mosyakin et Clemants	Chenopodium multifidum L.	Plantae				Amaranthaceae							Cas.	introduced						Wool,etc	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	SAM	S. America		X	X	X				present	present	present	present				1882		1948							5568361	Dysphania multifida (L.) Mosyakin & Clemants	Dysphania multifida	ACCEPTED	SPECIES	EXACT	5568361	Dysphania multifida (L.) Mosyakin & Clemants
346	ok		plants	Dysphania pseudomultiflora (J. Murr) Verloove et Lambinon	Dysphania pseudomultiflora (J. Murr) Verloove et Lambinon	Chenopodium pseudomultiflorum (J. Murr) Uotila	Plantae				Amaranthaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AF	Africa			X					present	absent	present	absent				1947		1947							7877091	Dysphania pseudomultiflora (Murr) Verloove & Lambinon	Dysphania pseudomultiflora	ACCEPTED	SPECIES	EXACT	7877091	Dysphania pseudomultiflora (Murr) Verloove & Lambinon
347	ok, SYNONYM		plants	Dysphania pumilio (R. Brown) Mosyakin et Clemants	Dysphania pumilio (R. Brown) Mosyakin et Clemants	Chenopodium pumilium R. Brown	Plantae				Amaranthaceae							Nat.	established						Grain, wool,etc	contaminant > seed contaminant | contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania		X	X	X				present	present	present	present				1887		N							5568339	Dysphania pumilio (R. Br.) Mosyakin & Clemants	Dysphania pumilio	SYNONYM	SPECIES	EXACT	3760561	Atriplex pumilio R. Br.
348	ok		plants	Dysphania schraderiana (Schult.) Mosyakin et Clemants	Dysphania schraderiana (Schult.) Mosyakin et Clemants	Chenopodium schraderianum Schult.	Plantae				Amaranthaceae							Cas.	introduced						Wool,etc	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AF	Africa		X	X					present	present	present	absent				1886		2011							5568322	Dysphania schraderiana (Schult.) Mosyakin & Clemants	Dysphania schraderiana	ACCEPTED	SPECIES	EXACT	5568322	Dysphania schraderiana (Schult.) Mosyakin & Clemants
349	ok		plants	Einadia polygonoides (J. Murr) Wilson	Einadia polygonoides (J. Murr) Wilson	Chenopodium polygonoides (J. Murr) Aell.	Plantae				Amaranthaceae							Cas.	introduced						Wool	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	AUS	Oceania			X					present	absent	present	absent				1951		1951							3757344	Einadia polygonoides (Murr) Paul G.Wilson	Einadia polygonoides	ACCEPTED	SPECIES	EXACT	3757344	Einadia polygonoides (Murr) Paul G.Wilson
350	ok, SYNONYM		plants	Oxybasis glauca (L.) Fuentes & al. var. salina (Standley) Verloove	Oxybasis glauca (L.) Fuentes & al. var. salina (Standley) Verloove	Chenopodium glaucum L. var. salinum (Standley) B. Boivin	Plantae				Amaranthaceae							Cas.	introduced						Grain,etc	contaminant > seed contaminant	A		to be determined by experts	NAM	N. America		X	X					present	present	present	absent				2003		2015							8290282	Oxybasis glauca (L.) S. Fuentes, Uotila & Borsch	Oxybasis glauca	SYNONYM	SPECIES	EXACT	7501008	Atriplex glauca L.
351	ok		plants	Oxybasis macrosperma (Hook. f.) Fuentes & al.	Oxybasis macrosperma (Hook. f.) Fuentes & al.	Chenopodium macrospermum Hook. f.	Plantae				Amaranthaceae							Cas.	introduced						Wool,etc	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	SAM	S. America		X	X					present	present	present	absent				1895		1904							7846821	Oxybasis macrosperma (Hook. f.) S. Fuentes, Uotila & Borsch	Oxybasis macrosperma	ACCEPTED	SPECIES	EXACT	7846821	Oxybasis macrosperma (Hook. f.) S. Fuentes, Uotila & Borsch
352	ok		plants	Polycnemum arvense L.	Polycnemum arvense L.		Plantae				Amaranthaceae							Cas.	introduced						Wool,etc	contaminant > contaminant on animals (except parasites, species transported by host/vector)	A		to be determined by experts	E AS-Te	Europe | Asia		X	X					present	present	present	absent				<1835		1903							3083603	Polycnemum arvense L.	Polycnemum arvense	ACCEPTED	SPECIES	EXACT	3083603	Polycnemum arvense L.
